Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Flyout,False,1,TOP,1,0,0,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Flyout,False,1,TOP,2,0,1,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Walk,False,1,TOP,3,0,2,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Walk,False,1,TOP,4,0,2,Yordan Alvarez,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Flyout,False,1,TOP,5,0,2,Kyle Tucker,Yordan Alvarez,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Flyout,False,1,BOTTOM,6,0,0,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Flyout,False,1,BOTTOM,7,0,1,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Strikeout,False,1,BOTTOM,8,0,2,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Strikeout,False,2,TOP,9,0,0,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
Home Run,False,2,TOP,10,0,1,,,,Corbin Burnes,Cristian Javier,Christian Yelich,Jesse Winker,Willy Adames,Rowdy Tellez,William Contreras,Brian Anderson,Brice Turang,Owen Miller,Tyrone Taylor,Mauricio Dubon,Alex Bregman,Yordan Alvarez,Kyle Tucker,Jose Abreu,Jeremy Pena,Corey Julks,Jake Meyers,Martin Maldonado,Jesse Winker,William Contreras,Rowdy Tellez,Brice Turang,Owen Miller,Willy Adames,Christian Yelich,Tyrone Taylor,Brian Anderson,Yordan Alvarez,Martin Maldonado,Jose Abreu,Mauricio Dubon,Alex Bregman,Jeremy Pena,Corey Julks,Jake Meyers,Kyle Tucker
