Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Flyout,False,1,TOP,1,0,0,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Strikeout,False,1,TOP,2,0,1,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Double,False,1,TOP,3,0,2,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Strikeout,False,1,TOP,4,0,2,,Pavin Smith,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Strikeout,False,1,BOTTOM,5,0,0,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Strikeout,False,1,BOTTOM,6,0,1,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Flyout,False,1,BOTTOM,7,0,2,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Field Error,False,2,TOP,8,0,0,,,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Flyout,False,2,TOP,9,0,0,,Corbin Carroll,,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
Strikeout,False,2,TOP,10,0,1,,,Corbin Carroll,Sandy Alcantara,Zac Gallen,Jazz Chisholm Jr.,Garrett Cooper,Luis Arraez,Jorge Soler,Bryan De La Cruz,Avisail Garcia,Jean Segura,Jacob Stallings,Jon Berti,Josh Rojas,Geraldo Perdomo,Pavin Smith,Christian Walker,Corbin Carroll,Jake McCarthy,Nick Ahmed,Alek Thomas,Jose Herrera,Jorge Soler,Jacob Stallings,Garrett Cooper,Luis Arraez,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Avisail Garcia,Pavin Smith,Jose Herrera,Christian Walker,Geraldo Perdomo,Josh Rojas,Nick Ahmed,Corbin Carroll,Alek Thomas,Jake McCarthy
