Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Double,False,1,TOP,1,0,0,,,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Strikeout,False,1,TOP,2,0,0,,Trea Turner,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Pop Out,False,1,TOP,3,0,1,,Trea Turner,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Walk,False,1,TOP,4,0,2,,Trea Turner,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Strikeout,False,1,TOP,5,0,2,Nick Castellanos,Trea Turner,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Single,False,1,BOTTOM,6,0,0,,,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Caught Stealing 2B,True,1,BOTTOM,7,0,0,Marcus Semien,,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Single,False,1,BOTTOM,7,0,1,,,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Strikeout,False,1,BOTTOM,8,0,1,Corey Seager,,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
Strikeout,False,1,BOTTOM,9,0,2,Corey Seager,,,Martin Perez,Bailey Falter,Marcus Semien,Corey Seager,Nathaniel Lowe,Adolis Garcia,Josh Jung,Robbie Grossman,Mitch Garver,Jonah Heim,Ezequiel Duran,Trea Turner,Kyle Schwarber,J.T. Realmuto,Nick Castellanos,Alec Bohm,Josh Harrison,Edmundo Sosa,Bryson Stott,Cristian Pache,Mitch Garver,Jonah Heim,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Ezequiel Duran,Adolis Garcia,Robbie Grossman,Kyle Schwarber,J.T. Realmuto,Alec Bohm,Bryson Stott,Edmundo Sosa,Trea Turner,Josh Harrison,Cristian Pache,Nick Castellanos
