Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Flyout,False,1,TOP,1,0,0,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Groundout,False,1,TOP,2,0,1,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Groundout,False,1,TOP,3,0,2,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Strikeout,False,1,BOTTOM,4,0,0,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Home Run,False,1,BOTTOM,5,0,1,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Groundout,False,1,BOTTOM,6,1,1,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Single,False,1,BOTTOM,7,1,2,,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Double,False,1,BOTTOM,8,1,2,C.J. Cron,,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Double,False,1,BOTTOM,9,1,2,,Ryan McMahon,C.J. Cron,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
Lineout,False,1,BOTTOM,10,3,2,,Elias Diaz,,Jose Urena,Vince Velasquez,Jurickson Profar,Kris Bryant,Charlie Blackmon,C.J. Cron,Ryan McMahon,Elias Diaz,Yonathan Daza,Alan Trejo,Ezequiel Tovar,Ke'Bryan Hayes,Bryan Reynolds,Connor Joe,Carlos Santana,Jack Suwinski,Canaan Smith-Njigba,Ji Hwan Bae,Tucupita Marcano,Austin Hedges,Charlie Blackmon,Elias Diaz,C.J. Cron,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Yonathan Daza,Kris Bryant,Carlos Santana,Austin Hedges,Connor Joe,Tucupita Marcano,Ke'Bryan Hayes,Ji Hwan Bae,Bryan Reynolds,Jack Suwinski,Canaan Smith-Njigba
