Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Double,False,1,TOP,1,0,0,,,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Lineout,False,1,TOP,2,0,0,,Ke'Bryan Hayes,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Double,False,1,TOP,3,0,1,,Ke'Bryan Hayes,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Single,False,1,TOP,4,-1,1,,Andrew McCutchen,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Double,False,1,TOP,5,-2,1,Carlos Santana,,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Lineout,False,1,TOP,6,-3,1,,Connor Joe,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Walk,False,1,TOP,7,-3,2,,Connor Joe,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Walk,False,1,TOP,8,-3,2,Mark Mathias,Connor Joe,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Single,False,1,TOP,9,-3,2,Jack Suwinski,Mark Mathias,Connor Joe,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
Lineout,False,1,TOP,10,-5,2,Jason Delay,Jack Suwinski,,Austin Gomber,Johan Oviedo,Jurickson Profar,Charlie Blackmon,Kris Bryant,Ryan McMahon,Mike Moustakas,Alan Trejo,Harold Castro,Ezequiel Tovar,Brian Serven,Ke'Bryan Hayes,Bryan Reynolds,Andrew McCutchen,Carlos Santana,Connor Joe,Rodolfo Castro,Mark Mathias,Jack Suwinski,Jason Delay,Kris Bryant,Brian Serven,Mike Moustakas,Alan Trejo,Ryan McMahon,Ezequiel Tovar,Jurickson Profar,Harold Castro,Charlie Blackmon,Andrew McCutchen,Jason Delay,Carlos Santana,Mark Mathias,Ke'Bryan Hayes,Rodolfo Castro,Bryan Reynolds,Jack Suwinski,Connor Joe
