Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Walk,False,1,TOP,1,0,0,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Strikeout,False,1,TOP,2,0,0,596146.0,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Grounded Into DP,False,1,TOP,3,0,1,596146.0,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Strikeout,False,1,BOTTOM,4,0,0,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Flyout,False,1,BOTTOM,5,0,1,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Lineout,False,1,BOTTOM,6,0,2,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Single,False,2,TOP,7,0,0,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Single,False,2,TOP,8,0,0,663616.0,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Groundout,False,2,TOP,9,0,0,669304.0,663616.0,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Fielders Choice Out,False,2,TOP,10,0,1,,669304.0,663616.0,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Single,False,2,TOP,11,0,2,608336.0,,669304.0,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Hit By Pitch,False,2,TOP,12,-1,2,680777.0,,608336.0,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Lineout,False,2,TOP,13,-1,2,572191.0,680777.0,608336.0,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Groundout,False,2,BOTTOM,14,-1,0,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Lineout,False,2,BOTTOM,15,-1,1,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Home Run,False,2,BOTTOM,16,-1,2,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Groundout,False,2,BOTTOM,17,0,2,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Strikeout,False,3,TOP,18,0,0,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Strikeout,False,3,TOP,19,0,1,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Strikeout,False,3,TOP,20,0,2,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Flyout,False,3,BOTTOM,21,0,0,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Single,False,3,BOTTOM,22,0,1,,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Walk,False,3,BOTTOM,23,0,1,622110.0,,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Wild Pitch,False,3,BOTTOM,24,0,1,669004.0,622110.0,,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Strikeout,False,3,BOTTOM,24,0,1,,669004.0,622110.0,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
Groundout,False,3,BOTTOM,25,0,2,,669004.0,622110.0,641745,657746,669004,677951,686469,521692,686681,658668,664728,598265,622110,596146,621043,621439,663616,669304,624503,608336,680777,572191,669004,521692,686469,686681,622110,677951,658668,664728,598265,621439,680777,608336,624503.0,669304,621043,663616,572191,596146
