Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Strikeout,False,1,TOP,1,0,0,,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Pop Out,False,1,TOP,2,0,1,,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Strikeout,False,1,TOP,3,0,2,,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Strikeout,False,1,BOTTOM,4,0,0,,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Walk,False,1,BOTTOM,5,0,1,,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Walk,False,1,BOTTOM,6,0,1,Corey Seager,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Walk,False,1,BOTTOM,7,0,1,Nathaniel Lowe,Corey Seager,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Strikeout,False,1,BOTTOM,8,0,1,Josh Jung,Nathaniel Lowe,Corey Seager,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Groundout,False,1,BOTTOM,9,0,2,Josh Jung,Nathaniel Lowe,Corey Seager,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Single,False,2,TOP,10,0,0,,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Flyout,False,2,TOP,11,0,0,Nolan Arenado,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
Grounded Into DP,False,2,TOP,12,0,1,Nolan Arenado,,,Jon Gray,Jack Flaherty,Marcus Semien,Corey Seager,Nathaniel Lowe,Josh Jung,Jonah Heim,Travis Jankowski,Robbie Grossman,Josh Smith,Sandy Leon,Brendan Donovan,Paul Goldschmidt,Nolan Gorman,Nolan Arenado,Willson Contreras,Alec Burleson,Paul DeJong,Jordan Walker,Tommy Edman,Jonah Heim,Sandy Leon,Nathaniel Lowe,Marcus Semien,Josh Jung,Corey Seager,Josh Smith,Travis Jankowski,Robbie Grossman,Nolan Gorman,Willson Contreras,Paul Goldschmidt,Brendan Donovan,Nolan Arenado,Paul DeJong,Alec Burleson,Tommy Edman,Jordan Walker
