Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Strikeout,False,1,TOP,1,0,0,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Strikeout,False,1,TOP,2,0,1,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Single,False,1,TOP,3,0,2,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Lineout,False,1,TOP,4,0,2,666971.0,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Flyout,False,1,BOTTOM,5,0,0,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Groundout,False,1,BOTTOM,6,0,1,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Home Run,False,1,BOTTOM,7,0,2,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Groundout,False,1,BOTTOM,8,1,2,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Flyout,False,2,TOP,9,1,0,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Lineout,False,2,TOP,10,1,1,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Strikeout,False,2,TOP,11,1,2,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Groundout,False,2,BOTTOM,12,1,0,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Flyout,False,2,BOTTOM,13,1,1,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Walk,False,2,BOTTOM,14,1,2,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Strikeout,False,2,BOTTOM,15,1,2,681546.0,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Strikeout,False,3,TOP,16,1,0,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Strikeout,False,3,TOP,17,1,1,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Lineout,False,3,TOP,18,1,2,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Flyout,False,3,BOTTOM,19,1,0,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Walk,False,3,BOTTOM,20,1,1,,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
Single,False,3,BOTTOM,21,1,1,605141.0,,,592789,605200,605141,518692,669257,502110,444482,572204,681546,621035,500743,668942,606466,666971,572233,682998,664983,677950,672695,645444,502110,669257,518692,605141.0,621035,500743,444482.0,681546.0,572204,666971,645444,572233,606466,668942,672695,682998,677950,664983
