Event_Type,Is_Decision,Inning,Half,At_Bat,Score_Deficit,Outs,First_Base,Second_Base,Third_Base,Home_Pitcher,Away_Pitcher,Home_Lineup_1,Home_Lineup_2,Home_Lineup_3,Home_Lineup_4,Home_Lineup_5,Home_Lineup_6,Home_Lineup_7,Home_Lineup_8,Home_Lineup_9,Away_Lineup_1,Away_Lineup_2,Away_Lineup_3,Away_Lineup_4,Away_Lineup_5,Away_Lineup_6,Away_Lineup_7,Away_Lineup_8,Away_Lineup_9,Home_DESIGNATED_HITTER,Home_CATCHER,Home_FIRST_BASE,Home_SECOND_BASE,Home_THIRD_BASE,Home_SHORTSTOP,Home_LEFT_FIELD,Home_CENTER_FIELD,Home_RIGHT_FIELD,Away_DESIGNATED_HITTER,Away_CATCHER,Away_FIRST_BASE,Away_SECOND_BASE,Away_THIRD_BASE,Away_SHORTSTOP,Away_LEFT_FIELD,Away_CENTER_FIELD,Away_RIGHT_FIELD
Hit By Pitch,False,1,TOP,1,0,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Game Advisory,False,1,TOP,2,0,0,Ketel Marte,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Strikeout,False,1,TOP,2,0,0,Ketel Marte,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Double,False,1,TOP,3,0,1,Ketel Marte,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Game Advisory,False,1,TOP,4,0,1,,Lourdes Gurriel Jr.,Ketel Marte,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Sac Fly,False,1,TOP,4,0,1,,Lourdes Gurriel Jr.,Ketel Marte,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Flyout,False,1,TOP,5,-1,2,,Lourdes Gurriel Jr.,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Strikeout,False,1,BOTTOM,6,-1,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Single,False,1,BOTTOM,7,-1,1,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Strikeout,False,1,BOTTOM,8,-1,1,Jon Berti,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Single,False,1,BOTTOM,9,-1,2,Jon Berti,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Catcher Interference,False,1,BOTTOM,10,-1,2,Bryan De La Cruz,Jon Berti,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Game Advisory,False,1,BOTTOM,11,-1,2,Avisail Garcia,Bryan De La Cruz,Jon Berti,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Lineout,False,1,BOTTOM,11,-1,2,Avisail Garcia,Bryan De La Cruz,Jon Berti,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Groundout,False,2,TOP,12,-1,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Strikeout,False,2,TOP,13,-1,1,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Strikeout,False,2,TOP,14,-1,2,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Groundout,False,2,BOTTOM,15,-1,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Flyout,False,2,BOTTOM,16,-1,1,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Pop Out,False,2,BOTTOM,17,-1,2,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Groundout,False,3,TOP,18,-1,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Single,False,3,TOP,19,-1,1,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Single,False,3,TOP,20,-1,1,Ketel Marte,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Grounded Into DP,False,3,TOP,21,-1,1,Josh Rojas,Ketel Marte,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Single,False,3,BOTTOM,22,-1,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Strikeout,False,3,BOTTOM,23,-1,0,Jazz Chisholm Jr.,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Grounded Into DP,False,3,BOTTOM,24,-1,1,Jazz Chisholm Jr.,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
Flyout,False,4,TOP,25,-1,0,,,,Braxton Garrett,Ryne Nelson,Jazz Chisholm Jr.,Jon Berti,Garrett Cooper,Bryan De La Cruz,Avisail Garcia,Jesus Sanchez,Jean Segura,Nick Fortes,Garrett Hampson,Ketel Marte,Josh Rojas,Lourdes Gurriel Jr.,Christian Walker,Evan Longoria,Corbin Carroll,Nick Ahmed,Gabriel Moreno,Jake McCarthy,Avisail Garcia,Nick Fortes,Garrett Cooper,Garrett Hampson,Jean Segura,Jon Berti,Bryan De La Cruz,Jazz Chisholm Jr.,Jesus Sanchez,Evan Longoria,Gabriel Moreno,Christian Walker,Ketel Marte,Josh Rojas,Nick Ahmed,Lourdes Gurriel Jr.,Corbin Carroll,Jake McCarthy
