game_year,game_date,game_pk,game_type,away_team,home_team,away_id,home_id,away_score,home_score,is_complete,url
2015,2015-04-05,413661,R,cardinals,cubs,26,5,3,0,True,www.mlb.com/gameday/cardinals-vs-cubs/2015/04/05/413661/final/
2015,2015-04-06,413660,R,giants,d-backs,25,2,5,4,True,www.mlb.com/gameday/giants-vs-d-backs/2015/04/06/413660/final/
2015,2015-04-06,413658,R,pirates,reds,22,6,2,5,True,www.mlb.com/gameday/pirates-vs-reds/2015/04/06/413658/final/
2015,2015-04-06,413656,R,twins,tigers,17,10,0,4,True,www.mlb.com/gameday/twins-vs-tigers/2015/04/06/413656/final/
2015,2015-04-06,413654,R,indians,astros,7,11,0,2,True,www.mlb.com/gameday/indians-vs-astros/2015/04/06/413654/final/
2015,2015-04-06,413653,R,white-sox,royals,9,12,1,10,True,www.mlb.com/gameday/white-sox-vs-royals/2015/04/06/413653/final/
2015,2015-04-06,413659,R,padres,dodgers,23,14,3,6,True,www.mlb.com/gameday/padres-vs-dodgers/2015/04/06/413659/final/
2015,2015-04-06,413650,R,braves,marlins,1,15,2,1,True,www.mlb.com/gameday/braves-vs-marlins/2015/04/06/413650/final/
2015,2015-04-06,413655,R,rockies,brewers,8,16,10,0,True,www.mlb.com/gameday/rockies-vs-brewers/2015/04/06/413655/final/
2015,2015-04-06,413663,R,blue-jays,yankees,29,19,6,1,True,www.mlb.com/gameday/blue-jays-vs-yankees/2015/04/06/413663/final/
2015,2015-04-06,413662,R,rangers,athletics,28,20,0,8,True,www.mlb.com/gameday/rangers-vs-athletics/2015/04/06/413662/final/
2015,2015-04-06,413652,R,red-sox,phillies,4,21,8,0,True,www.mlb.com/gameday/red-sox-vs-phillies/2015/04/06/413652/final/
2015,2015-04-06,413649,R,angels,mariners,13,24,1,4,True,www.mlb.com/gameday/angels-vs-mariners/2015/04/06/413649/final/
2015,2015-04-06,413651,R,orioles,rays,3,27,6,2,True,www.mlb.com/gameday/orioles-vs-rays/2015/04/06/413651/final/
2015,2015-04-06,413657,R,mets,nationals,18,30,3,1,True,www.mlb.com/gameday/mets-vs-nationals/2015/04/06/413657/final/
2015,2015-04-07,413669,R,giants,d-backs,25,2,6,7,True,www.mlb.com/gameday/giants-vs-d-backs/2015/04/07/413669/final/
2015,2015-04-07,413668,R,padres,dodgers,23,14,7,3,True,www.mlb.com/gameday/padres-vs-dodgers/2015/04/07/413668/final/
2015,2015-04-07,413665,R,braves,marlins,1,15,12,2,True,www.mlb.com/gameday/braves-vs-marlins/2015/04/07/413665/final/
2015,2015-04-07,413667,R,rockies,brewers,8,16,5,2,True,www.mlb.com/gameday/rockies-vs-brewers/2015/04/07/413667/final/
2015,2015-04-07,413670,R,rangers,athletics,28,20,3,1,True,www.mlb.com/gameday/rangers-vs-athletics/2015/04/07/413670/final/
2015,2015-04-07,413664,R,angels,mariners,13,24,2,0,True,www.mlb.com/gameday/angels-vs-mariners/2015/04/07/413664/final/
2015,2015-04-07,413666,R,orioles,rays,3,27,6,5,True,www.mlb.com/gameday/orioles-vs-rays/2015/04/07/413666/final/
2015,2015-04-08,413682,R,giants,d-backs,25,2,5,2,True,www.mlb.com/gameday/giants-vs-d-backs/2015/04/08/413682/final/
2015,2015-04-08,413693,R,cardinals,cubs,26,5,0,2,True,www.mlb.com/gameday/cardinals-vs-cubs/2015/04/08/413693/final/
2015,2015-04-08,413680,R,pirates,reds,22,6,4,5,True,www.mlb.com/gameday/pirates-vs-reds/2015/04/08/413680/final/
2015,2015-04-08,413678,R,twins,tigers,17,10,0,11,True,www.mlb.com/gameday/twins-vs-tigers/2015/04/08/413678/final/
2015,2015-04-08,413676,R,indians,astros,7,11,2,0,True,www.mlb.com/gameday/indians-vs-astros/2015/04/08/413676/final/
2015,2015-04-08,413675,R,white-sox,royals,9,12,5,7,True,www.mlb.com/gameday/white-sox-vs-royals/2015/04/08/413675/final/
2015,2015-04-08,413681,R,padres,dodgers,23,14,4,7,True,www.mlb.com/gameday/padres-vs-dodgers/2015/04/08/413681/final/
2015,2015-04-08,413672,R,braves,marlins,1,15,2,0,True,www.mlb.com/gameday/braves-vs-marlins/2015/04/08/413672/final/
2015,2015-04-08,413677,R,rockies,brewers,8,16,5,4,True,www.mlb.com/gameday/rockies-vs-brewers/2015/04/08/413677/final/
2015,2015-04-08,413685,R,blue-jays,yankees,29,19,3,4,True,www.mlb.com/gameday/blue-jays-vs-yankees/2015/04/08/413685/final/
2015,2015-04-08,413684,R,rangers,athletics,28,20,0,10,True,www.mlb.com/gameday/rangers-vs-athletics/2015/04/08/413684/final/
2015,2015-04-08,413674,R,red-sox,phillies,4,21,2,4,True,www.mlb.com/gameday/red-sox-vs-phillies/2015/04/08/413674/final/
2015,2015-04-08,413671,R,angels,mariners,13,24,5,3,True,www.mlb.com/gameday/angels-vs-mariners/2015/04/08/413671/final/
2015,2015-04-08,413673,R,orioles,rays,3,27,0,2,True,www.mlb.com/gameday/orioles-vs-rays/2015/04/08/413673/final/
2015,2015-04-08,413679,R,mets,nationals,18,30,1,2,True,www.mlb.com/gameday/mets-vs-nationals/2015/04/08/413679/final/
2015,2015-04-09,413691,R,pirates,reds,22,6,2,3,True,www.mlb.com/gameday/pirates-vs-reds/2015/04/09/413691/final/
2015,2015-04-09,413689,R,twins,tigers,17,10,1,7,True,www.mlb.com/gameday/twins-vs-tigers/2015/04/09/413689/final/
2015,2015-04-09,413688,R,indians,astros,7,11,5,1,True,www.mlb.com/gameday/indians-vs-astros/2015/04/09/413688/final/
2015,2015-04-09,413687,R,white-sox,royals,9,12,1,4,True,www.mlb.com/gameday/white-sox-vs-royals/2015/04/09/413687/final/
2015,2015-04-09,413695,R,blue-jays,yankees,29,19,6,3,True,www.mlb.com/gameday/blue-jays-vs-yankees/2015/04/09/413695/final/
2015,2015-04-09,413694,R,rangers,athletics,28,20,10,1,True,www.mlb.com/gameday/rangers-vs-athletics/2015/04/09/413694/final/
2015,2015-04-09,413686,R,red-sox,phillies,4,21,6,2,True,www.mlb.com/gameday/red-sox-vs-phillies/2015/04/09/413686/final/
2015,2015-04-09,413692,R,giants,padres,25,23,1,0,True,www.mlb.com/gameday/giants-vs-padres/2015/04/09/413692/final/
2015,2015-04-09,413690,R,mets,nationals,18,30,6,3,True,www.mlb.com/gameday/mets-vs-nationals/2015/04/09/413690/final/
2015,2015-04-10,413703,R,mets,braves,18,1,3,5,True,www.mlb.com/gameday/mets-vs-braves/2015/04/10/413703/final/
2015,2015-04-10,413701,R,dodgers,d-backs,14,2,3,4,True,www.mlb.com/gameday/dodgers-vs-d-backs/2015/04/10/413701/final/
2015,2015-04-10,413709,R,blue-jays,orioles,29,3,12,5,True,www.mlb.com/gameday/blue-jays-vs-orioles/2015/04/10/413709/final/
2015,2015-04-10,413707,R,cardinals,reds,26,6,4,5,True,www.mlb.com/gameday/cardinals-vs-reds/2015/04/10/413707/final/
2015,2015-04-10,413698,R,tigers,indians,10,7,8,4,True,www.mlb.com/gameday/tigers-vs-indians/2015/04/10/413698/final/
2015,2015-04-10,413697,R,cubs,rockies,5,8,1,5,True,www.mlb.com/gameday/cubs-vs-rockies/2015/04/10/413697/final/
2015,2015-04-10,413702,R,twins,white-sox,17,9,6,0,True,www.mlb.com/gameday/twins-vs-white-sox/2015/04/10/413702/final/
2015,2015-04-10,413700,R,royals,angels,12,13,4,2,True,www.mlb.com/gameday/royals-vs-angels/2015/04/10/413700/final/
2015,2015-04-10,413708,R,rays,marlins,27,15,9,10,True,www.mlb.com/gameday/rays-vs-marlins/2015/04/10/413708/final/
2015,2015-04-10,413704,R,pirates,brewers,22,16,6,2,True,www.mlb.com/gameday/pirates-vs-brewers/2015/04/10/413704/final/
2015,2015-04-10,413696,R,red-sox,yankees,4,19,6,5,True,www.mlb.com/gameday/red-sox-vs-yankees/2015/04/10/413696/final/
2015,2015-04-10,413705,R,mariners,athletics,24,20,0,12,True,www.mlb.com/gameday/mariners-vs-athletics/2015/04/10/413705/final/
2015,2015-04-10,413710,R,nationals,phillies,30,21,1,4,True,www.mlb.com/gameday/nationals-vs-phillies/2015/04/10/413710/final/
2015,2015-04-10,413706,R,giants,padres,25,23,0,1,True,www.mlb.com/gameday/giants-vs-padres/2015/04/10/413706/final/
2015,2015-04-10,413699,R,astros,rangers,11,28,5,1,True,www.mlb.com/gameday/astros-vs-rangers/2015/04/10/413699/final/
2015,2015-04-11,413718,R,mets,braves,18,1,3,5,True,www.mlb.com/gameday/mets-vs-braves/2015/04/11/413718/final/
2015,2015-04-11,413716,R,dodgers,d-backs,14,2,0,6,True,www.mlb.com/gameday/dodgers-vs-d-backs/2015/04/11/413716/final/
2015,2015-04-11,413724,R,blue-jays,orioles,29,3,1,7,True,www.mlb.com/gameday/blue-jays-vs-orioles/2015/04/11/413724/final/
2015,2015-04-11,413722,R,cardinals,reds,26,6,4,1,True,www.mlb.com/gameday/cardinals-vs-reds/2015/04/11/413722/final/
2015,2015-04-11,413713,R,tigers,indians,10,7,9,6,True,www.mlb.com/gameday/tigers-vs-indians/2015/04/11/413713/final/
2015,2015-04-11,413712,R,cubs,rockies,5,8,9,5,True,www.mlb.com/gameday/cubs-vs-rockies/2015/04/11/413712/final/
2015,2015-04-11,413717,R,twins,white-sox,17,9,4,5,True,www.mlb.com/gameday/twins-vs-white-sox/2015/04/11/413717/final/
2015,2015-04-11,413715,R,royals,angels,12,13,6,4,True,www.mlb.com/gameday/royals-vs-angels/2015/04/11/413715/final/
2015,2015-04-11,413723,R,rays,marlins,27,15,2,0,True,www.mlb.com/gameday/rays-vs-marlins/2015/04/11/413723/final/
2015,2015-04-11,413719,R,pirates,brewers,22,16,0,6,True,www.mlb.com/gameday/pirates-vs-brewers/2015/04/11/413719/final/
2015,2015-04-11,413711,R,red-sox,yankees,4,19,8,4,True,www.mlb.com/gameday/red-sox-vs-yankees/2015/04/11/413711/final/
2015,2015-04-11,413720,R,mariners,athletics,24,20,5,4,True,www.mlb.com/gameday/mariners-vs-athletics/2015/04/11/413720/final/
2015,2015-04-11,413725,R,nationals,phillies,30,21,2,3,True,www.mlb.com/gameday/nationals-vs-phillies/2015/04/11/413725/final/
2015,2015-04-11,413721,R,giants,padres,25,23,2,10,True,www.mlb.com/gameday/giants-vs-padres/2015/04/11/413721/final/
2015,2015-04-11,413714,R,astros,rangers,11,28,2,6,True,www.mlb.com/gameday/astros-vs-rangers/2015/04/11/413714/final/
2015,2015-04-12,413733,R,mets,braves,18,1,4,3,True,www.mlb.com/gameday/mets-vs-braves/2015/04/12/413733/final/
2015,2015-04-12,413731,R,dodgers,d-backs,14,2,7,4,True,www.mlb.com/gameday/dodgers-vs-d-backs/2015/04/12/413731/final/
2015,2015-04-12,413739,R,blue-jays,orioles,29,3,10,7,True,www.mlb.com/gameday/blue-jays-vs-orioles/2015/04/12/413739/final/
2015,2015-04-12,413737,R,cardinals,reds,26,6,7,5,True,www.mlb.com/gameday/cardinals-vs-reds/2015/04/12/413737/final/
2015,2015-04-12,413728,R,tigers,indians,10,7,8,5,True,www.mlb.com/gameday/tigers-vs-indians/2015/04/12/413728/final/
2015,2015-04-12,413727,R,cubs,rockies,5,8,6,5,True,www.mlb.com/gameday/cubs-vs-rockies/2015/04/12/413727/final/
2015,2015-04-12,413732,R,twins,white-sox,17,9,2,6,True,www.mlb.com/gameday/twins-vs-white-sox/2015/04/12/413732/final/
2015,2015-04-12,413730,R,royals,angels,12,13,9,2,True,www.mlb.com/gameday/royals-vs-angels/2015/04/12/413730/final/
2015,2015-04-12,413738,R,rays,marlins,27,15,8,5,True,www.mlb.com/gameday/rays-vs-marlins/2015/04/12/413738/final/
2015,2015-04-12,413734,R,pirates,brewers,22,16,10,2,True,www.mlb.com/gameday/pirates-vs-brewers/2015/04/12/413734/final/
2015,2015-04-12,413726,R,red-sox,yankees,4,19,4,14,True,www.mlb.com/gameday/red-sox-vs-yankees/2015/04/12/413726/final/
2015,2015-04-12,413735,R,mariners,athletics,24,20,8,7,True,www.mlb.com/gameday/mariners-vs-athletics/2015/04/12/413735/final/
2015,2015-04-12,413740,R,nationals,phillies,30,21,4,3,True,www.mlb.com/gameday/nationals-vs-phillies/2015/04/12/413740/final/
2015,2015-04-12,413736,R,giants,padres,25,23,4,6,True,www.mlb.com/gameday/giants-vs-padres/2015/04/12/413736/final/
2015,2015-04-12,413729,R,astros,rangers,11,28,6,4,True,www.mlb.com/gameday/astros-vs-rangers/2015/04/12/413729/final/
2015,2015-04-13,413747,R,marlins,braves,15,1,2,3,True,www.mlb.com/gameday/marlins-vs-braves/2015/04/13/413747/final/
2015,2015-04-13,413749,R,yankees,orioles,19,3,6,5,True,www.mlb.com/gameday/yankees-vs-orioles/2015/04/13/413749/final/
2015,2015-04-13,413754,R,nationals,red-sox,30,4,4,9,True,www.mlb.com/gameday/nationals-vs-red-sox/2015/04/13/413754/final/
2015,2015-04-13,413743,R,reds,cubs,6,5,6,7,True,www.mlb.com/gameday/reds-vs-cubs/2015/04/13/413743/final/
2015,2015-04-13,413750,R,athletics,astros,20,11,8,1,True,www.mlb.com/gameday/athletics-vs-astros/2015/04/13/413750/final/
2015,2015-04-13,413752,R,mariners,dodgers,24,14,5,6,True,www.mlb.com/gameday/mariners-vs-dodgers/2015/04/13/413752/final/
2015,2015-04-13,413746,R,royals,twins,12,17,12,3,True,www.mlb.com/gameday/royals-vs-twins/2015/04/13/413746/final/
2015,2015-04-13,413751,R,phillies,mets,21,18,0,2,True,www.mlb.com/gameday/phillies-vs-mets/2015/04/13/413751/final/
2015,2015-04-13,413745,R,tigers,pirates,10,22,4,5,True,www.mlb.com/gameday/tigers-vs-pirates/2015/04/13/413745/final/
2015,2015-04-13,413742,R,d-backs,padres,2,23,8,4,True,www.mlb.com/gameday/d-backs-vs-padres/2015/04/13/413742/final/
2015,2015-04-13,413744,R,rockies,giants,8,25,2,0,True,www.mlb.com/gameday/rockies-vs-giants/2015/04/13/413744/final/
2015,2015-04-13,413748,R,brewers,cardinals,16,26,5,4,True,www.mlb.com/gameday/brewers-vs-cardinals/2015/04/13/413748/final/
2015,2015-04-13,413741,R,angels,rangers,13,28,6,3,True,www.mlb.com/gameday/angels-vs-rangers/2015/04/13/413741/final/
2015,2015-04-13,413753,R,rays,blue-jays,27,29,2,1,True,www.mlb.com/gameday/rays-vs-blue-jays/2015/04/13/413753/final/
2015,2015-04-14,413761,R,marlins,braves,15,1,8,2,True,www.mlb.com/gameday/marlins-vs-braves/2015/04/14/413761/final/
2015,2015-04-14,413762,R,yankees,orioles,19,3,3,4,True,www.mlb.com/gameday/yankees-vs-orioles/2015/04/14/413762/final/
2015,2015-04-14,413767,R,nationals,red-sox,30,4,7,8,True,www.mlb.com/gameday/nationals-vs-red-sox/2015/04/14/413767/final/
2015,2015-04-14,413758,R,reds,cubs,6,5,3,2,True,www.mlb.com/gameday/reds-vs-cubs/2015/04/14/413758/final/
2015,2015-04-14,413757,R,white-sox,indians,9,7,4,1,True,www.mlb.com/gameday/white-sox-vs-indians/2015/04/14/413757/final/
2015,2015-04-14,413763,R,athletics,astros,20,11,4,0,True,www.mlb.com/gameday/athletics-vs-astros/2015/04/14/413763/final/
2015,2015-04-14,413765,R,mariners,dodgers,24,14,5,6,True,www.mlb.com/gameday/mariners-vs-dodgers/2015/04/14/413765/final/
2015,2015-04-14,413764,R,phillies,mets,21,18,5,6,True,www.mlb.com/gameday/phillies-vs-mets/2015/04/14/413764/final/
2015,2015-04-14,413760,R,tigers,pirates,10,22,2,0,True,www.mlb.com/gameday/tigers-vs-pirates/2015/04/14/413760/final/
2015,2015-04-14,413756,R,d-backs,padres,2,23,1,5,True,www.mlb.com/gameday/d-backs-vs-padres/2015/04/14/413756/final/
2015,2015-04-14,413759,R,rockies,giants,8,25,4,1,True,www.mlb.com/gameday/rockies-vs-giants/2015/04/14/413759/final/
2015,2015-04-14,413755,R,angels,rangers,13,28,2,8,True,www.mlb.com/gameday/angels-vs-rangers/2015/04/14/413755/final/
2015,2015-04-14,413766,R,rays,blue-jays,27,29,3,2,True,www.mlb.com/gameday/rays-vs-blue-jays/2015/04/14/413766/final/
2015,2015-04-15,413775,R,marlins,braves,15,1,6,2,True,www.mlb.com/gameday/marlins-vs-braves/2015/04/15/413775/final/
2015,2015-04-15,413777,R,yankees,orioles,19,3,5,7,True,www.mlb.com/gameday/yankees-vs-orioles/2015/04/15/413777/final/
2015,2015-04-15,413782,R,nationals,red-sox,30,4,10,5,True,www.mlb.com/gameday/nationals-vs-red-sox/2015/04/15/413782/final/
2015,2015-04-15,413771,R,reds,cubs,6,5,0,5,True,www.mlb.com/gameday/reds-vs-cubs/2015/04/15/413771/final/
2015,2015-04-15,413770,R,white-sox,indians,9,7,2,4,True,www.mlb.com/gameday/white-sox-vs-indians/2015/04/15/413770/final/
2015,2015-04-15,413778,R,athletics,astros,20,11,1,6,True,www.mlb.com/gameday/athletics-vs-astros/2015/04/15/413778/final/
2015,2015-04-15,413780,R,mariners,dodgers,24,14,2,5,True,www.mlb.com/gameday/mariners-vs-dodgers/2015/04/15/413780/final/
2015,2015-04-15,413774,R,royals,twins,12,17,1,3,True,www.mlb.com/gameday/royals-vs-twins/2015/04/15/413774/final/
2015,2015-04-15,413779,R,phillies,mets,21,18,1,6,True,www.mlb.com/gameday/phillies-vs-mets/2015/04/15/413779/final/
2015,2015-04-15,413773,R,tigers,pirates,10,22,1,0,True,www.mlb.com/gameday/tigers-vs-pirates/2015/04/15/413773/final/
2015,2015-04-15,413769,R,d-backs,padres,2,23,2,3,True,www.mlb.com/gameday/d-backs-vs-padres/2015/04/15/413769/final/
2015,2015-04-15,413772,R,rockies,giants,8,25,4,2,True,www.mlb.com/gameday/rockies-vs-giants/2015/04/15/413772/final/
2015,2015-04-15,413776,R,brewers,cardinals,16,26,2,4,True,www.mlb.com/gameday/brewers-vs-cardinals/2015/04/15/413776/final/
2015,2015-04-15,413768,R,angels,rangers,13,28,10,2,True,www.mlb.com/gameday/angels-vs-rangers/2015/04/15/413768/final/
2015,2015-04-15,413781,R,rays,blue-jays,27,29,7,12,True,www.mlb.com/gameday/rays-vs-blue-jays/2015/04/15/413781/final/
2015,2015-04-16,413784,R,royals,twins,12,17,5,8,True,www.mlb.com/gameday/royals-vs-twins/2015/04/16/413784/final/
2015,2015-04-16,413785,R,marlins,mets,15,18,5,7,True,www.mlb.com/gameday/marlins-vs-mets/2015/04/16/413785/final/
2015,2015-04-16,413783,R,d-backs,giants,2,25,7,6,True,www.mlb.com/gameday/d-backs-vs-giants/2015/04/16/413783/final/
2015,2015-04-16,413786,R,brewers,cardinals,16,26,0,4,True,www.mlb.com/gameday/brewers-vs-cardinals/2015/04/16/413786/final/
2015,2015-04-16,413788,R,rays,blue-jays,27,29,4,2,True,www.mlb.com/gameday/rays-vs-blue-jays/2015/04/16/413788/final/
2015,2015-04-16,413787,R,phillies,nationals,21,30,2,5,True,www.mlb.com/gameday/phillies-vs-nationals/2015/04/16/413787/final/
2015,2015-04-17,413792,R,orioles,red-sox,3,4,2,3,True,www.mlb.com/gameday/orioles-vs-red-sox/2015/04/17/413792/final/
2015,2015-04-17,413802,R,padres,cubs,23,5,5,4,True,www.mlb.com/gameday/padres-vs-cubs/2015/04/17/413802/final/
2015,2015-04-17,413793,R,white-sox,tigers,9,10,1,2,True,www.mlb.com/gameday/white-sox-vs-tigers/2015/04/17/413793/final/
2015,2015-04-17,413789,R,angels,astros,13,11,6,3,True,www.mlb.com/gameday/angels-vs-astros/2015/04/17/413789/final/
2015,2015-04-17,413800,R,athletics,royals,20,12,4,6,True,www.mlb.com/gameday/athletics-vs-royals/2015/04/17/413800/final/
2015,2015-04-17,413796,R,rockies,dodgers,8,14,3,7,True,www.mlb.com/gameday/rockies-vs-dodgers/2015/04/17/413796/final/
2015,2015-04-17,413795,R,indians,twins,7,17,2,3,True,www.mlb.com/gameday/indians-vs-twins/2015/04/17/413795/final/
2015,2015-04-17,413797,R,marlins,mets,15,18,1,4,True,www.mlb.com/gameday/marlins-vs-mets/2015/04/17/413797/final/
2015,2015-04-17,413798,R,brewers,pirates,16,22,3,6,True,www.mlb.com/gameday/brewers-vs-pirates/2015/04/17/413798/final/
2015,2015-04-17,413803,R,rangers,mariners,28,24,3,1,True,www.mlb.com/gameday/rangers-vs-mariners/2015/04/17/413803/final/
2015,2015-04-17,413790,R,d-backs,giants,2,25,9,0,True,www.mlb.com/gameday/d-backs-vs-giants/2015/04/17/413790/final/
2015,2015-04-17,413794,R,reds,cardinals,6,26,1,6,True,www.mlb.com/gameday/reds-vs-cardinals/2015/04/17/413794/final/
2015,2015-04-17,413799,R,yankees,rays,19,27,5,4,True,www.mlb.com/gameday/yankees-vs-rays/2015/04/17/413799/final/
2015,2015-04-17,413791,R,braves,blue-jays,1,29,8,7,True,www.mlb.com/gameday/braves-vs-blue-jays/2015/04/17/413791/final/
2015,2015-04-17,413801,R,phillies,nationals,21,30,2,7,True,www.mlb.com/gameday/phillies-vs-nationals/2015/04/17/413801/final/
2015,2015-04-18,413807,R,orioles,red-sox,3,4,4,1,True,www.mlb.com/gameday/orioles-vs-red-sox/2015/04/18/413807/final/
2015,2015-04-18,413817,R,padres,cubs,23,5,6,7,True,www.mlb.com/gameday/padres-vs-cubs/2015/04/18/413817/final/
2015,2015-04-18,413808,R,white-sox,tigers,9,10,12,3,True,www.mlb.com/gameday/white-sox-vs-tigers/2015/04/18/413808/final/
2015,2015-04-18,413804,R,angels,astros,13,11,0,4,True,www.mlb.com/gameday/angels-vs-astros/2015/04/18/413804/final/
2015,2015-04-18,413815,R,athletics,royals,20,12,5,0,True,www.mlb.com/gameday/athletics-vs-royals/2015/04/18/413815/final/
2015,2015-04-18,413811,R,rockies,dodgers,8,14,3,6,True,www.mlb.com/gameday/rockies-vs-dodgers/2015/04/18/413811/final/
2015,2015-04-18,413810,R,indians,twins,7,17,4,2,True,www.mlb.com/gameday/indians-vs-twins/2015/04/18/413810/final/
2015,2015-04-18,413812,R,marlins,mets,15,18,4,5,True,www.mlb.com/gameday/marlins-vs-mets/2015/04/18/413812/final/
2015,2015-04-18,413813,R,brewers,pirates,16,22,2,6,True,www.mlb.com/gameday/brewers-vs-pirates/2015/04/18/413813/final/
2015,2015-04-18,413818,R,rangers,mariners,28,24,1,3,True,www.mlb.com/gameday/rangers-vs-mariners/2015/04/18/413818/final/
2015,2015-04-18,413805,R,d-backs,giants,2,25,1,4,True,www.mlb.com/gameday/d-backs-vs-giants/2015/04/18/413805/final/
2015,2015-04-18,413809,R,reds,cardinals,6,26,2,5,True,www.mlb.com/gameday/reds-vs-cardinals/2015/04/18/413809/final/
2015,2015-04-18,413814,R,yankees,rays,19,27,9,0,True,www.mlb.com/gameday/yankees-vs-rays/2015/04/18/413814/final/
2015,2015-04-18,413806,R,braves,blue-jays,1,29,5,6,True,www.mlb.com/gameday/braves-vs-blue-jays/2015/04/18/413806/final/
2015,2015-04-18,413816,R,phillies,nationals,21,30,5,3,True,www.mlb.com/gameday/phillies-vs-nationals/2015/04/18/413816/final/
2015,2015-04-19,413822,R,orioles,red-sox,3,4,8,3,True,www.mlb.com/gameday/orioles-vs-red-sox/2015/04/19/413822/final/
2015,2015-04-19,413832,R,padres,cubs,23,5,5,2,True,www.mlb.com/gameday/padres-vs-cubs/2015/04/19/413832/final/
2015,2015-04-19,413823,R,white-sox,tigers,9,10,1,9,True,www.mlb.com/gameday/white-sox-vs-tigers/2015/04/19/413823/final/
2015,2015-04-19,413819,R,angels,astros,13,11,3,4,True,www.mlb.com/gameday/angels-vs-astros/2015/04/19/413819/final/
2015,2015-04-19,413830,R,athletics,royals,20,12,2,4,True,www.mlb.com/gameday/athletics-vs-royals/2015/04/19/413830/final/
2015,2015-04-19,413826,R,rockies,dodgers,8,14,0,7,True,www.mlb.com/gameday/rockies-vs-dodgers/2015/04/19/413826/final/
2015,2015-04-19,413825,R,indians,twins,7,17,2,7,True,www.mlb.com/gameday/indians-vs-twins/2015/04/19/413825/final/
2015,2015-04-19,413827,R,marlins,mets,15,18,6,7,True,www.mlb.com/gameday/marlins-vs-mets/2015/04/19/413827/final/
2015,2015-04-19,413828,R,brewers,pirates,16,22,2,5,True,www.mlb.com/gameday/brewers-vs-pirates/2015/04/19/413828/final/
2015,2015-04-19,413833,R,rangers,mariners,28,24,10,11,True,www.mlb.com/gameday/rangers-vs-mariners/2015/04/19/413833/final/
2015,2015-04-19,413820,R,d-backs,giants,2,25,5,1,True,www.mlb.com/gameday/d-backs-vs-giants/2015/04/19/413820/final/
2015,2015-04-19,413824,R,reds,cardinals,6,26,1,2,True,www.mlb.com/gameday/reds-vs-cardinals/2015/04/19/413824/final/
2015,2015-04-19,413829,R,yankees,rays,19,27,5,3,True,www.mlb.com/gameday/yankees-vs-rays/2015/04/19/413829/final/
2015,2015-04-19,413821,R,braves,blue-jays,1,29,5,2,True,www.mlb.com/gameday/braves-vs-blue-jays/2015/04/19/413821/final/
2015,2015-04-19,413831,R,phillies,nationals,21,30,1,4,True,www.mlb.com/gameday/phillies-vs-nationals/2015/04/19/413831/final/
2015,2015-04-20,413834,R,orioles,red-sox,3,4,1,7,False,www.mlb.com/gameday/orioles-vs-red-sox/2015/04/20/413834/final/
2015,2015-04-20,413842,R,padres,rockies,23,8,14,3,True,www.mlb.com/gameday/padres-vs-rockies/2015/04/20/413842/final/
2015,2015-04-20,413837,R,indians,white-sox,7,9,3,4,True,www.mlb.com/gameday/indians-vs-white-sox/2015/04/20/413837/final/
2015,2015-04-20,413840,R,yankees,tigers,19,10,1,2,True,www.mlb.com/gameday/yankees-vs-tigers/2015/04/20/413840/final/
2015,2015-04-20,413839,R,twins,royals,17,12,1,7,True,www.mlb.com/gameday/twins-vs-royals/2015/04/20/413839/final/
2015,2015-04-20,413841,R,athletics,angels,20,13,6,3,True,www.mlb.com/gameday/athletics-vs-angels/2015/04/20/413841/final/
2015,2015-04-20,413836,R,reds,brewers,6,16,6,1,True,www.mlb.com/gameday/reds-vs-brewers/2015/04/20/413836/final/
2015,2015-04-20,413835,R,cubs,pirates,5,22,5,2,True,www.mlb.com/gameday/cubs-vs-pirates/2015/04/20/413835/final/
2015,2015-04-20,413838,R,astros,mariners,11,24,7,5,True,www.mlb.com/gameday/astros-vs-mariners/2015/04/20/413838/final/
2015,2015-04-21,413857,R,rangers,d-backs,28,2,7,1,True,www.mlb.com/gameday/rangers-vs-d-backs/2015/04/21/413857/final/
2015,2015-04-21,413855,R,padres,rockies,23,8,7,6,True,www.mlb.com/gameday/padres-vs-rockies/2015/04/21/413855/final/
2015,2015-04-21,413848,R,indians,white-sox,7,9,6,2,True,www.mlb.com/gameday/indians-vs-white-sox/2015/04/21/413848/final/
2015,2015-04-21,413853,R,yankees,tigers,19,10,5,2,True,www.mlb.com/gameday/yankees-vs-tigers/2015/04/21/413853/final/
2015,2015-04-21,413852,R,twins,royals,17,12,5,6,True,www.mlb.com/gameday/twins-vs-royals/2015/04/21/413852/final/
2015,2015-04-21,413854,R,athletics,angels,20,13,1,14,True,www.mlb.com/gameday/athletics-vs-angels/2015/04/21/413854/final/
2015,2015-04-21,413847,R,reds,brewers,6,16,16,10,True,www.mlb.com/gameday/reds-vs-brewers/2015/04/21/413847/final/
2015,2015-04-21,413843,R,braves,mets,1,18,1,7,True,www.mlb.com/gameday/braves-vs-mets/2015/04/21/413843/final/
2015,2015-04-21,413851,R,marlins,phillies,15,21,3,7,True,www.mlb.com/gameday/marlins-vs-phillies/2015/04/21/413851/final/
2015,2015-04-21,413846,R,cubs,pirates,5,22,9,8,True,www.mlb.com/gameday/cubs-vs-pirates/2015/04/21/413846/final/
2015,2015-04-21,413849,R,astros,mariners,11,24,6,3,True,www.mlb.com/gameday/astros-vs-mariners/2015/04/21/413849/final/
